delta_x/l,delta_z/l,force
17.3,4.0,1.0052647107936061
17.400000000000002,4.0,1.0055317160714592
17.5,4.0,1.0058006918414444
17.6,4.0,1.0060714524774919
17.7,4.0,1.0063438123535307
17.8,4.0,1.0066175858434907
17.900000000000002,4.0,1.006892587321301
18.0,4.0,1.0071686311608916
18.1,4.0,1.007445531736192
18.2,4.0,1.0077231034211316
18.3,4.0,1.00800116058964
18.400000000000002,4.0,1.0082795176156467
0.0,4.1,0.643464430111006
0.1,4.1,0.6475083387976648
0.2,4.1,0.6515969002952273
0.30000000000000004,4.1,0.6557583124035276
0.4,4.1,0.6600249554768799
0.5,4.1,0.6644292098695972
0.6000000000000001,4.1,0.6690119978801633
0.7000000000000001,4.1,0.6737407765390163
0.8,4.1,0.6786699436977035
0.9,4.1,0.6838217781843771
1.0,4.1,0.6892066006065058
1.1,4.1,0.6948347315715591
1.2000000000000002,4.1,0.700703192816554
1.3,4.1,0.7068371304947508
1.4000000000000001,4.1,0.7134461722225393
1.5,4.1,0.7205999333539638
1.6,4.1,0.7284714121487714
1.7000000000000002,4.1,0.7372327569489391
1.8,4.1,0.7470562951194059
1.9000000000000001,4.1,0.7582666323887644
2.0,4.1,0.7707604278135677
2.1,4.1,0.7841107139721015
2.2,4.1,0.7980378216773284
2.3000000000000003,4.1,0.8122620817422095
2.4000000000000004,4.1,0.8264980913894618
2.5,4.1,0.8406570516797343
2.6,4.1,0.8544312776820596
2.7,4.1,0.8677494766895993
2.8000000000000003,4.1,0.8804240960638815
2.9000000000000004,4.1,0.8922921339092872
3.0,4.1,0.9031905883301968
3.1,4.1,0.9129784775436539
3.2,4.1,0.921803259579238
3.3000000000000003,4.1,0.9294101358612415
3.4000000000000004,4.1,0.9360380452133864
3.5,4.1,0.9418537013190176
3.6,4.1,0.9470238178614797
3.7,4.1,0.951719698289973
3.8000000000000003,4.1,0.9560216160484636
3.9000000000000004,4.1,0.9600264356286023
4.0,4.1,0.9637538613836454
4.1000000000000005,4.1,0.9672064166021072
4.2,4.1,0.970386624572501
4.3,4.1,0.9731925495051411
4.4,4.1,0.9756801133407562
4.5,4.1,0.9779278727124248
4.6000000000000005,4.1,0.9800387034389728
4.7,4.1,0.9820668196691203
4.800000000000001,4.1,0.9840664355515863
4.9,4.1,0.9860166574647136
5.0,4.1,0.9880946614833223
5.1000000000000005,4.1,0.9903182956880126
5.2,4.1,0.992584648995439
5.300000000000001,4.1,0.9948430524976603
5.4,4.1,0.9970428372867332
5.5,4.1,0.9991516774627707
5.6000000000000005,4.1,1.0012302219525056
5.7,4.1,1.0030997130164303
5.800000000000001,4.1,1.0047768061474316
5.9,4.1,1.0062780263428854
6.0,4.1,1.007633510297704
6.1000000000000005,4.1,1.0088509599014395
6.2,4.1,1.009935772136399
6.300000000000001,4.1,1.0108933439848888
6.4,4.1,1.0117290724292163
6.5,4.1,1.0124483544516887
6.6000000000000005,4.1,1.0130565870346124
6.7,4.1,1.0135591671602946
6.800000000000001,4.1,1.0139614918110422
6.9,4.1,1.014268957969162
7.0,4.1,1.0144869626169606
7.1000000000000005,4.1,1.0146209027367459
7.2,4.1,1.0146761753108242
7.300000000000001,4.1,1.0146581773215024
7.4,4.1,1.0145723057510876
7.5,4.1,1.0144239575818872
7.6000000000000005,4.1,1.0142185297962067
7.7,4.1,1.0139614193763546
7.800000000000001,4.1,1.0136580233046368
7.9,4.1,1.0133137385633608
8.0,4.1,1.0129339621348332
8.1,4.1,1.0125240910013613
8.200000000000001,4.1,1.012089522145252
8.3,4.1,1.0116356525488113
8.4,4.1,1.0111678791943475
8.5,4.1,1.0106915990641665
8.6,4.1,1.010212209140576
8.700000000000001,4.1,1.0097360563556075
8.8,4.1,1.0092721892514982
8.9,4.1,1.0088278939342286
9.0,4.1,1.008378478440821
9.1,4.1,1.007839762034985
9.200000000000001,4.1,1.0072979252828222
9.3,4.1,1.0067939840454456
9.4,4.1,1.0063116188755643
9.5,4.1,1.005849411358792
9.600000000000001,4.1,1.0054071065129093
9.700000000000001,4.1,1.0049775756267447
9.8,4.1,1.0045519067409026
9.9,4.1,1.0041297012895158
10.0,4.1,1.0037108403040973
10.100000000000001,4.1,1.0033039844712228
10.200000000000001,4.1,1.0029133729896553
10.3,4.1,1.002538782578688
10.4,4.1,1.0021799899576134
10.5,4.1,1.001836771845725
10.600000000000001,4.1,1.0015089049623158
10.700000000000001,4.1,1.0011961660266788
10.8,4.1,1.0008983842751336
10.9,4.1,1.000615510654556
11.0,4.1,1.0003473693184535
11.100000000000001,4.1,1.000093774640755
11.200000000000001,4.1,0.9998545409953906
11.3,4.1,0.9996294827562896
11.4,4.1,0.9994184142973819
11.5,4.1,0.9992211499925965
11.600000000000001,4.1,0.9990375042158633
11.700000000000001,4.1,0.9988672913411122
11.8,4.1,0.9987103257422721
11.9,4.1,0.998566421793273
12.0,4.1,0.9984353938680445
12.100000000000001,4.1,0.9983170563405157
12.200000000000001,4.1,0.9982112235846167
12.3,4.1,0.9981177099742767
12.4,4.1,0.9980363298834256
12.5,4.1,0.9979668976859926
12.600000000000001,4.1,0.9979092277559075
12.700000000000001,4.1,0.9978631344671001
12.8,4.1,0.9978284321934989
12.9,4.1,0.9978049353090347
13.0,4.1,0.9977924581876367
13.100000000000001,4.1,0.9977908152032343
13.200000000000001,4.1,0.9977998207297569
13.3,4.1,0.9978192891411343
13.4,4.1,0.9978490348112962
13.5,4.1,0.9978888721141717
13.600000000000001,4.1,0.9979386154236909
13.700000000000001,4.1,0.9979980791137834
13.8,4.1,0.9980670775583781
13.9,4.1,0.998145425131405
14.0,4.1,0.9982329362067939
14.100000000000001,4.1,0.9983294251584737
14.200000000000001,4.1,0.9984347063603747
14.3,4.1,0.9985485941864258
14.4,4.1,0.998670903010557
14.5,4.1,0.998801447206698
14.600000000000001,4.1,0.9989400411487779
14.700000000000001,4.1,0.9990864992107265
14.8,4.1,0.9992406357664733
14.9,4.1,0.9994022651899478
15.0,4.1,0.9995712018550795
15.100000000000001,4.1,0.9997472601357984
15.200000000000001,4.1,0.9999302544060339
15.3,4.1,1.0001199990397156
15.4,4.1,1.0003163084107725
15.5,4.1,1.0005189968931347
15.600000000000001,4.1,1.0007278788607314
15.700000000000001,4.1,1.000942768687493
15.8,4.1,1.0011634807473482
15.9,4.1,1.001389829414227
16.0,4.1,1.0016216290620583
16.1,4.1,1.0018586940647725
16.2,4.1,1.0021008387962989
16.3,4.1,1.0023478776305668
16.400000000000002,4.1,1.002599624941506
16.5,4.1,1.0028558951030462
16.6,4.1,1.0031165024891167
16.7,4.1,1.0033812614736466
16.8,4.1,1.0036499864305668
16.900000000000002,4.1,1.0039224917338059
17.0,4.1,1.0041985917572933
17.1,4.1,1.004478100874959
17.2,4.1,1.0047608334607325
17.3,4.1,1.0050466038885433
17.400000000000002,4.1,1.0053352265323214
17.5,4.1,1.0056265157659954
17.6,4.1,1.0059202859634957
17.7,4.1,1.0062163514987517
17.8,4.1,1.0065130564570466
17.900000000000002,4.1,1.0068077985200763
18.0,4.1,1.0071001069975616
18.1,4.1,1.007389535635269
18.2,4.1,1.0076756381789644
18.3,4.1,1.0079579683744146
18.400000000000002,4.1,1.0082360799673862
0.0,4.199999999999999,0.6444926123648491
0.1,4.199999999999999,0.6485234319318497
0.2,4.199999999999999,0.6526165514018725
0.30000000000000004,4.199999999999999,0.6567906165712114
0.4,4.199999999999999,0.6610780077941808
0.5,4.199999999999999,0.6655272942135715
0.6000000000000001,4.199999999999999,0.6701452869043367
0.7000000000000001,4.199999999999999,0.6748844917210902
0.8,4.199999999999999,0.6798074256325413
0.9,4.199999999999999,0.6849552148229034
1.0,4.199999999999999,0.6903385721005885
1.1,4.199999999999999,0.6959638962325161
1.2000000000000002,4.199999999999999,0.7017452858036116
1.3,4.199999999999999,0.7077956609361061
1.4000000000000001,4.199999999999999,0.7144450918476926
1.5,4.199999999999999,0.721602165221363
1.6,4.199999999999999,0.7294332437026632
1.7000000000000002,4.199999999999999,0.7381111511038293
1.8,4.199999999999999,0.7478382261154073
1.9000000000000001,4.199999999999999,0.7590184288209744
2.0,4.199999999999999,0.7715451947614437
2.1,4.199999999999999,0.784882379245506
2.2,4.199999999999999,0.7987264679795018
2.3000000000000003,4.199999999999999,0.8127935305668977
2.4000000000000004,4.199999999999999,0.8268766920858247
2.5,4.199999999999999,0.8411220030589778
2.6,4.199999999999999,0.8546499730087858
2.7,4.199999999999999,0.8678875418785904
2.8000000000000003,4.199999999999999,0.8805394154975427
2.9000000000000004,4.199999999999999,0.8924254580615232
3.0,4.199999999999999,0.9033817956727195
3.1,4.199999999999999,0.9132426609292551
3.2,4.199999999999999,0.9224826548567783
3.3000000000000003,4.199999999999999,0.9304425008385127
3.4000000000000004,4.199999999999999,0.9373037103334451
3.5,4.199999999999999,0.9433109881610273
3.6,4.199999999999999,0.948631088323881
3.7,4.199999999999999,0.9534527670932647
3.8000000000000003,4.199999999999999,0.9578487022791217
3.9000000000000004,4.199999999999999,0.9618983359753912
4.0,4.199999999999999,0.9656712066686939
4.1000000000000005,4.199999999999999,0.9691698376475435
4.2,4.199999999999999,0.9722845320840221
4.3,4.199999999999999,0.9749460019064018
4.4,4.199999999999999,0.977349512048585
4.5,4.199999999999999,0.9794260599711979
4.6000000000000005,4.199999999999999,0.9813786921789576
4.7,4.199999999999999,0.9832621634274958
4.800000000000001,4.199999999999999,0.9850858954056328
4.9,4.199999999999999,0.9866853624337516
5.0,4.199999999999999,0.9886210963028694
5.1000000000000005,4.199999999999999,0.990734736215281
5.2,4.199999999999999,0.992880490845335
5.300000000000001,4.199999999999999,0.9950056284431981
5.4,4.199999999999999,0.997070082593033
5.5,4.199999999999999,0.999177808427078
5.6000000000000005,4.199999999999999,1.0012365050030558
5.7,4.199999999999999,1.0030794603305961
5.800000000000001,4.199999999999999,1.0047311878446463
5.9,4.199999999999999,1.006202664145257
6.0,4.199999999999999,1.0075048658324792
6.1000000000000005,4.199999999999999,1.008648769506363
6.2,4.199999999999999,1.009649041986921
6.300000000000001,4.199999999999999,1.010528590497758
6.4,4.199999999999999,1.0112943910778924
6.5,4.199999999999999,1.011951840709632
6.6000000000000005,4.199999999999999,1.0125063363752833
6.7,4.199999999999999,1.0129632750571536
6.800000000000001,4.199999999999999,1.0133280537375497
6.9,4.199999999999999,1.0136060693987787
7.0,4.199999999999999,1.013802719023147
7.1000000000000005,4.199999999999999,1.0139233995929617
7.2,4.199999999999999,1.0139735080905303
7.300000000000001,4.199999999999999,1.0139584414981593
7.4,4.199999999999999,1.0138835967981552
7.5,4.199999999999999,1.013754370972826
7.6000000000000005,4.199999999999999,1.0135761610044773
7.7,4.199999999999999,1.0133543638754174
7.800000000000001,4.199999999999999,1.0130943765679523
7.9,4.199999999999999,1.0128015960643892
8.0,4.199999999999999,1.0124814193470353
8.1,4.199999999999999,1.012139917980592
8.200000000000001,4.199999999999999,1.0117853212045025
8.3,4.199999999999999,1.0114248607311975
8.4,4.199999999999999,1.011065662300494
8.5,4.199999999999999,1.010714851652203
8.6,4.199999999999999,1.0103795545261418
8.700000000000001,4.199999999999999,1.01003460668088
8.8,4.199999999999999,1.0095920424428626
8.9,4.199999999999999,1.009054632598823
9.0,4.199999999999999,1.0084579383108736
9.1,4.199999999999999,1.0078875692075364
9.200000000000001,4.199999999999999,1.0073536708781867
9.3,4.199999999999999,1.0068553937556641
9.4,4.199999999999999,1.00637815219476
9.5,4.199999999999999,1.005920642888279
9.600000000000001,4.199999999999999,1.0054826108540036
9.700000000000001,4.199999999999999,1.0050638011097146
9.8,4.199999999999999,1.0046639586731927
9.9,4.199999999999999,1.0042828285622198
10.0,4.199999999999999,1.0039199096920681
10.100000000000001,4.199999999999999,1.003566197277166
10.200000000000001,4.199999999999999,1.0032169900209367
10.3,4.199999999999999,1.0028719150578684
10.4,4.199999999999999,1.0025305995224496
10.5,4.199999999999999,1.002192670549168
10.600000000000001,4.199999999999999,1.0018577552725116
10.700000000000001,4.199999999999999,1.001525480826969
10.8,4.199999999999999,1.0011988403996193
10.9,4.199999999999999,1.0008875475697692
11.0,4.199999999999999,1.0005920415956768
11.100000000000001,4.199999999999999,1.000312099196635
11.200000000000001,4.199999999999999,1.0000474970919369
11.3,4.199999999999999,0.9997980120008751
11.4,4.199999999999999,0.9995634206427434
11.5,4.199999999999999,0.9993434997368346
11.600000000000001,4.199999999999999,0.9991380260024413
11.700000000000001,4.199999999999999,0.9989467761588567
11.8,4.199999999999999,0.9987695269253741
11.9,4.199999999999999,0.9986060550212866
12.0,4.199999999999999,0.998456137165887
12.100000000000001,4.199999999999999,0.9983195500784683
12.200000000000001,4.199999999999999,0.9981960704783238
12.3,4.199999999999999,0.998085511345985
12.4,4.199999999999999,0.9979877752623413
12.5,4.199999999999999,0.99790268316988
12.600000000000001,4.199999999999999,0.9978300494425304
12.700000000000001,4.199999999999999,0.9977696884542226
12.8,4.199999999999999,0.9977214145788857
12.9,4.199999999999999,0.9976850421904496
13.0,4.199999999999999,0.9976603856628437
13.100000000000001,4.199999999999999,0.9976472593699977
13.200000000000001,4.199999999999999,0.9976454776858408
13.3,4.199999999999999,0.9976548549843031
13.4,4.199999999999999,0.9976752056393134
13.5,4.199999999999999,0.9977063440248022
13.600000000000001,4.199999999999999,0.9977480845146985
13.700000000000001,4.199999999999999,0.997800241482932
13.8,4.199999999999999,0.9978626293034321
13.9,4.199999999999999,0.9979350623501286
14.0,4.199999999999999,0.9980173549969509
14.100000000000001,4.199999999999999,0.9981093216178285
14.200000000000001,4.199999999999999,0.9982107765866913
14.3,4.199999999999999,0.9983215342774687
14.4,4.199999999999999,0.9984414090640901
14.5,4.199999999999999,0.9985702153204852
14.600000000000001,4.199999999999999,0.9987077674205835
14.700000000000001,4.199999999999999,0.9988538797383146
14.8,4.199999999999999,0.999008366647608
14.9,4.199999999999999,0.9991710425223934
15.0,4.199999999999999,0.9993417217366005
15.100000000000001,4.199999999999999,0.9995202186641585
15.200000000000001,4.199999999999999,0.9997063476789969
15.3,4.199999999999999,0.9998999231550457
15.4,4.199999999999999,1.0001007594662343
15.5,4.199999999999999,1.0003086709864921
15.600000000000001,4.199999999999999,1.0005234720897491
15.700000000000001,4.199999999999999,1.0007449771499342
15.8,4.199999999999999,1.0009730005409774
15.9,4.199999999999999,1.001207356636808
16.0,4.199999999999999,1.001447859811356
16.1,4.199999999999999,1.0016943244385506
16.2,4.199999999999999,1.0019465648923216
16.3,4.199999999999999,1.0022043955465982
16.400000000000002,4.199999999999999,1.0024676307753102
16.5,4.199999999999999,1.0027360849523874
16.6,4.199999999999999,1.0030095724517591
16.7,4.199999999999999,1.0032879076473546
16.8,4.199999999999999,1.003570904913104
16.900000000000002,4.199999999999999,1.0038583786229365
17.0,4.199999999999999,1.004149956177274
17.1,4.199999999999999,1.0044435064162784
17.2,4.199999999999999,1.0047381208834405
17.3,4.199999999999999,1.0050333533245273
17.400000000000002,4.199999999999999,1.005328757485304
17.5,4.199999999999999,1.0056238871115377
17.6,4.199999999999999,1.005918295948995
17.7,4.199999999999999,1.0062115377434424
17.8,4.199999999999999,1.006503166240646
17.900000000000002,4.199999999999999,1.006792735186372
18.0,4.199999999999999,1.0070797983263873
18.1,4.199999999999999,1.0073639094064577
18.2,4.199999999999999,1.0076446221723503
18.3,4.199999999999999,1.0079214903698306
18.400000000000002,4.199999999999999,1.0081940677446657
0.0,4.299999999999999,0.6455269053927495
0.1,4.299999999999999,0.6495444108252046
0.2,4.299999999999999,0.6536391822857728
0.30000000000000004,4.299999999999999,0.6578247729973563
0.4,4.299999999999999,0.6621424404254623
0.5,4.299999999999999,0.6666542998413487
0.6000000000000001,4.299999999999999,0.6712737161097913
0.7000000000000001,4.299999999999999,0.6760250447985643
0.8,4.299999999999999,0.6809493018773216
0.9,4.299999999999999,0.686095850607784
1.0,4.299999999999999,0.6914781797716347
1.1,4.299999999999999,0.697087408705999
1.2000000000000002,4.299999999999999,0.702756030706081
1.3,4.299999999999999,0.7087509632341813
1.4000000000000001,4.299999999999999,0.7153289005361996
1.5,4.299999999999999,0.7225268141486905
1.6,4.299999999999999,0.7303302029080487
1.7000000000000002,4.299999999999999,0.7389369476815527
1.8,4.299999999999999,0.748613573713211
1.9000000000000001,4.299999999999999,0.7597634500169208
2.0,4.299999999999999,0.7722729677749871
2.1,4.299999999999999,0.7855862316549922
2.2,4.299999999999999,0.7993336936594273
2.3000000000000003,4.299999999999999,0.8131686373832689
2.4000000000000004,4.299999999999999,0.8274687733460503
2.5,4.299999999999999,0.8416808280591609
2.6,4.299999999999999,0.8549722393936
2.7,4.299999999999999,0.8680443259644242
2.8000000000000003,4.299999999999999,0.8806602122950298
2.9000000000000004,4.299999999999999,0.8925621252499082
3.0,4.299999999999999,0.9035678325500496
3.1,4.299999999999999,0.9134951620097933
3.2,4.299999999999999,0.9229313017412225
3.3000000000000003,4.299999999999999,0.9314205987123843
3.4000000000000004,4.299999999999999,0.9385529405059378
3.5,4.299999999999999,0.9447379591518904
3.6,4.299999999999999,0.9501975823772215
3.7,4.299999999999999,0.9551456160521952
3.8000000000000003,4.299999999999999,0.9596597253545176
3.9000000000000004,4.299999999999999,0.9637853097550515
4.0,4.299999999999999,0.9676276129588628
4.1000000000000005,4.299999999999999,0.9711215265638905
4.2,4.299999999999999,0.9740550116232096
4.3,4.299999999999999,0.9766423926495316
4.4,4.299999999999999,0.9789659398917473
4.5,4.299999999999999,0.9809005323774325
4.6000000000000005,4.299999999999999,0.9827021397874556
4.7,4.299999999999999,0.9844199295620414
4.800000000000001,4.299999999999999,0.9859615320321808
4.9,4.299999999999999,0.9872389597526728
5.0,4.299999999999999,0.9890387081718883
5.1000000000000005,4.299999999999999,0.9910309343176213
5.2,4.299999999999999,0.9930566327400621
5.300000000000001,4.299999999999999,0.9950555346176573
5.4,4.299999999999999,0.9970277132782848
5.5,4.299999999999999,0.9992169810453069
5.6000000000000005,4.299999999999999,1.0012484249304927
5.7,4.299999999999999,1.0030644655179415
5.800000000000001,4.299999999999999,1.0046904484113341
5.9,4.299999999999999,1.006137350210721
6.0,4.299999999999999,1.0074161475161525
6.1000000000000005,4.299999999999999,1.0085378169276793
6.2,4.299999999999999,1.009513335045352
6.300000000000001,4.299999999999999,1.0103536784692215
6.4,4.299999999999999,1.011069823799338
6.5,4.299999999999999,1.01167457967835
6.6000000000000005,4.299999999999999,1.0121836238585549
6.7,4.299999999999999,1.012603206528439
6.800000000000001,4.299999999999999,1.0129387246703088
6.9,4.299999999999999,1.013195575266472
7.0,4.299999999999999,1.0133791552992353
7.1000000000000005,4.299999999999999,1.0134948617509054
7.2,4.299999999999999,1.0135480916037896
7.300000000000001,4.299999999999999,1.0135442418401945
7.4,4.299999999999999,1.0134887094424267
7.5,4.299999999999999,1.0133872906078598
7.6000000000000005,4.299999999999999,1.0132473952731391
7.7,4.299999999999999,1.0130762007571508
7.800000000000001,4.299999999999999,1.0128808327997092
7.9,4.299999999999999,1.0126684171406282
8.0,4.299999999999999,1.012446079519722
8.1,4.299999999999999,1.0122209456768048
8.200000000000001,4.299999999999999,1.0120001413516908
8.3,4.299999999999999,1.0117907922841938
8.4,4.299999999999999,1.0115672619544367
8.5,4.299999999999999,1.0112401795147046
8.6,4.299999999999999,1.0108122224621638
8.700000000000001,4.299999999999999,1.0102925722893563
8.8,4.299999999999999,1.009692128257461
8.9,4.299999999999999,1.0090799272644684
9.0,4.299999999999999,1.008491606593245
9.1,4.299999999999999,1.007932032950841
9.200000000000001,4.299999999999999,1.0074060730443053
9.3,4.299999999999999,1.0069134600366363
9.4,4.299999999999999,1.0064413420847087
9.5,4.299999999999999,1.0059885309885197
9.600000000000001,4.299999999999999,1.0055547717658513
9.700000000000001,4.299999999999999,1.005139809434484
9.8,4.299999999999999,1.0047433890121995
9.9,4.299999999999999,1.004365255516779
10.0,4.299999999999999,1.0040051539660024
10.100000000000001,4.299999999999999,1.0036628293776528
10.200000000000001,4.299999999999999,1.0033380267695102
10.3,4.299999999999999,1.003030491159356
10.4,4.299999999999999,1.0027388744101229
10.5,4.299999999999999,1.0024545363219863
10.600000000000001,4.299999999999999,1.0021753722512274
10.700000000000001,4.299999999999999,1.001901009332336
10.8,4.299999999999999,1.001631074699797
10.9,4.299999999999999,1.0013651954881013
11.0,4.299999999999999,1.0011029988317348
11.100000000000001,4.299999999999999,1.0008441118651872
11.200000000000001,4.299999999999999,1.0005881617229457
11.3,4.299999999999999,1.0003347755395
11.4,4.299999999999999,1.0000835804493358
11.5,4.299999999999999,0.9998344682204832
11.600000000000001,4.299999999999999,0.999596480041641
11.700000000000001,4.299999999999999,0.9993740445037141
11.8,4.299999999999999,0.9991669383259953
11.9,4.299999999999999,0.9989749382277777
12.0,4.299999999999999,0.9987978209283543
12.100000000000001,4.299999999999999,0.9986353631470182
12.200000000000001,4.299999999999999,0.9984873416030623
12.3,4.299999999999999,0.9983535330157799
12.4,4.299999999999999,0.9982337141044636
12.5,4.299999999999999,0.9981276615884068
12.600000000000001,4.299999999999999,0.9980351521869026
12.700000000000001,4.299999999999999,0.9979559626192437
12.8,4.299999999999999,0.9978898696047236
12.9,4.299999999999999,0.9978366498626348
13.0,4.299999999999999,0.9977960801122707
13.100000000000001,4.299999999999999,0.9977679370729243
13.200000000000001,4.299999999999999,0.9977519974638887
13.3,4.299999999999999,0.9977480380044565
13.4,4.299999999999999,0.9977558354139215
